filename,label_bucket,class_id, notes,
1r2tma4_1.jpg,5-10,2,
1r36700_1.jpg,20-25,,
1r36700_2.jpg,20-25,,
1r3azi8_1.jpg,10-15,3, on the higher end
1r3d493_1.jpg,10-15,3, lower end
1r3d493_2.jpg,10-15,3,
1r3wko7_1.jpg,10-15,,lower end
1r3wko7_2.jpg,10-15,,
1r3wko7_3.jpg,10-15,,
1r3yic2_1.jpg,20-25,,higher end
1r3yic2_2.jpg,20-25,,
1r3zwm3_1.jpg,15-20,,higher end
1r42t92_1.jpg,10-15,,
1r4grnx_1.jpg,15-20,,mid range
1r4p4wi_1.jpg,20-25,,low range
1r5cb9p_1.jpg,10-15,,mid
1r5fvui_1.jpg,20-25,,low range
1r5g1rp_1.jpg,25-30,,higher end
1r5g1rp_2.jpg,25-30,,
1r62351_2.jpg,20-25,,mid
1r62351_4.jpg,20-25,,
1r68jx2_1.jpg,20-25,,lower end
1r6fkpx_1.jpg,10-15,,higher end
1r6fkpx_2.jpg,10-15,,higher end
1r6gvm2_1.jpg,0-5,, higher end
1r6gvm2_3.jpg,5-10,,mid
1r7sjjz_2.jpg,30+,,very high end
1r7vpfo_1.jpg,10-15,,
1r87fva_1.jpg,15-20,,lower end
1r87fva_2.jpg,15-20,, mid end 
1r87fva_3.jpg,15-20,,lower end
1r8zn9s_1.jpg,15-20,,mid end really good insertions
1r8ztdo_1.jpg,25-30,,
1r96qqz_3.jpg,20-25,,
1r96qqz_4.jpg,20-25,,
1r9y86c_1.jpg,10-15,,interesting build fs
1r9y86c_2.jpg,10-15,,
1ran2kv_1.jpg,20-25,,
1rapsms_1.jpg,15-20,,
1ratz1i_2.jpg,30+,,
1rb3jhv_1.jpg,20-25,,def at like 20 percent
1rb3jhv_3.jpg,20-25,,
1rb864z_1.jpg,20-25,,
1rbnnp3_1.jpg,30+,,
1rbtcc4_1.jpg,20-25,,hairy ahh
1rbtcc4_2.jpg,20-25,,
1rbtcc4_3.jpg,20-25,,
1rc4han_1.jpg,15-20,, very lower side
1rc90f5_2.jpg,15-20,,conflicted
1rc9zjs_1.jpg,15-20,,higher end
1rc9zjs_2.jpg,15-20,,
1rcaexd_1.jpg,10-15,,
1rcczp2_1.jpg,30+,,
1rcczp2_3.jpg,30+,,
1rcczp2_5.jpg,30+,,
1rch2vw_1.jpg,30+,,
1rchbak_1.jpg,10-15,,
1rcsbd9_3.jpg,10-15,,
1rd63q9_1.jpg,15-20,,
1rdef5m_1.jpg,15-20,,
1rdoh7t_1.jpg,20-25,,
1rdrm95_1.jpg,30+,,
1rdrm95_2.jpg,30+,,
1rdu68t_1.jpg,25-30,,
1rdu68t_2.jpg,25-30,,
1rdztr0_3.jpg,25-30,,
1rdztr0_4.jpg,25-30,,
1rdztr0_5.jpg,25-30,,
1re3mo8_1.jpg,20-25,,
1re3mo8_5.jpg,20-25,,
1re5522_1.jpg,15-20,,
1re5522_2.jpg,15-20,,
1refk83_1.jpg,15-20,,
1refk83_2.jpg,15-20,,
1regu42_3.jpg,5-10,,
1renz2b_1.jpg,15-20,,
1rf6fsn_2.jpg,15-20,,
1rf6fsn_3.jpg,15-20,,
1rf6fsn_4.jpg,15-20,,
1rfbxxc_1.jpg,15-20,,
1rfbxxc_2.jpg,15-20,,
1rfsncy_1.jpg,5-10,,
1rfsncy_2.jpg,5-10,,
1rfyyrx_1.jpg,30+,,
1rg2omq_1.jpg,15-20,,
1rg5ymd_1.jpg,10-15,,
1rg66ky_1.jpg,20-25,,
1rg66ky_2.jpg,20-25,,
1rg66ky_3.jpg,20-25,,
1rg66ky_4.jpg,20-25,,
1rg66ky_6.jpg,20-25,,
1rg66ky_7.jpg,20-25,,
1rg66ky_8.jpg,20-25,,
1rginwg_1.jpg,25-30,,
1rh8ujb_1.jpg,15-20,,
1riaj30_1.jpg,15-20,,
1riaj30_2.jpg,15-20,,
1rinpbz_1.jpg,10-15,,
1rir5k6_1.jpg,20-25,, closer to 20
1riv042_1.jpg,20-25,,
1rj1nub_1.jpg,20-25,,
1rj1nub_2.jpg,20-25,,
1rj25sz_1.jpg,10-15,,
1rj25sz_3.jpg,10-15,,
1rjia9a_1.jpg,15-20,,closer to 20
1rjii2s_1.jpg,25-30,,
1rjpux6_1.jpg,20-25,,
1rkq6dv_1.jpg,15-20,,
1rkq6dv_2.jpg,15-20,,
1rkqhio_1.jpg,30+,,
1rkqhio_3.jpg,30+,,
1rlfsxe_1.jpg,20-25,,
1rlh558_2.jpg,25-30,,
1rltsyq_1.jpg,15-20,,
1rm5g36_1.jpg,20-25,,
1rm5g36_2.jpg,20-25,,
1rm5g36_3.jpg,20-25,,
1rm9zno_1.jpg,25-30,,
1rmtecj_1.jpg,20-25,,
1rmtecj_2.jpg,20-25,,
1rnqrn9_2.jpg,20-25,,
1s15ot9_2.jpg,20-25,,
1s15ot9_3.jpg,20-25,,
